ID,File,Transcription,incident_type,injury_severity,victims_count,fire_present,trapped_persons,weapons_involved,hazmat_involved,intent,urgency_human,daira,commune,lieu,location_description,summary,notes_cot,is_synthetic
CALL_0210_Appe,Appelle 56.wav,"Aslemlek a khouya, je suis médecin. Je me suis déplacé chez un malade lu3aniyid-fles, après mesure de FC c'est une insuffisance cardiaque. La malade elle respire mal, c'est-à-dire il faut ttawi-t l'hôpital. L'ambulance doit être oxygénée parce qu'elle désature, elle n'arrive pas à respirer. — Ach-hal la saturation d'oxygène a docteur? — La saturation d'oxygène elle est d'environ 82. — Donc l'adresse exacte? — L'adresse exacte t'addi d-Hermis... awit d-ambulance oxygénée, position demi-assis, préparez le matériel et tout, awit-et directement l'urgences médicales n Khellil Amrane. — Ma3lich, fki-d l'adresse exacte a docteur. — C'est à Toghza, terminus Toghza. — Terminus Toghza? — À droite, zed l'salle des fêtes. — La salle des fêtes? — Promotion n zed l'salle des fêtes n Toghza. Mais we-t-khdem ara terminus nni l-7anut à droite à droite vers Bouhoual. — Vers washu? — Vers Bouhoual. Un 300 mètres. Ma3lich i-t-zemred-d t-rju-d di terminus n Toghza, ak-n-narju dinna. Agui d l'numéro nnik? 0558... ? — D l'numéro inu, ih. — D'accord, l'arrêt de bus n Toghza terminus.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Amizour,Amizour,Toghza,"Terminus Taghzuit, zed l'salle des fêtes, promotion n zed l'salle des fêtes, l-7anut à droite vers Bouhoual, 300 mètres après l'arrêt de bus.",Un médecin signale une patiente en insuffisance cardiaque sévère avec une saturation à 82% nécessitant une ambulance oxygénée vers l'hôpital Khellil Amrane. Le rendez-vous est fixé au terminus de bus de Toghza.,"L'appelant s'identifie comme médecin et utilise un vocabulaire clinique ('insuffisance cardiaque', 'désature', 'saturation 82%') ce qui confirme medical_emergency. La saturation basse indique un danger immédiat (urgency high). Les lieux cités (Taghzut, Bouhoual) situent l'incident dans la commune d'Amizour.",False
CALL_0212_Appe,Appelle 99.wav,"Allo, salam alaikoum, Himaya Madania? Himaya Madania, na3am. Dayi l'residence Milli, ness3a yiwth tverkant thuhwaj l'ambulance nni... chauffeur nni thin fi congé, ulachithn. D'accord... d'accord, ya3tik essaha. Milli, la résidence Milli, hein. D'accord.",medical_emergency,unknown,1.0,no,no,no,no,request_help,medium,Béjaïa,Béjaïa,"Résidence Milli, Laazib Sidi Berkane",Dayi l'residence Milli,"L'appelant demande l'envoi d'une ambulance à la résidence Milli, expliquant que le chauffeur habituel est en congé.",L'appelant utilise 't'sa7qekh l'ambulance' (j'ai besoin de l'ambulance) ce qui indique une urgence médicale. Il localise précisément l'endroit à 'l'residence Milli' à 'Sidi Berkan'. Le motif est l'absence de transport car 'chauffeur nni thin fi congé' (le chauffeur est en congé).,False
CALL_0210_Appe,Appelle 54.wav,"Allo l'pompiers? - Eh. - Arwa7u l'centre-ville. - Eh. - Sa7et Tifri, Sa7et Tifri, la Place Gueydon. - Sa7et Tifri negh la Place Gueydon? Sfahem-ayi. - La Place Gueydon, addali n Boula Glace. - Eh? - Amek? - Irzug-as chwiya uqchich-ayi, i-fannuya. - Ah d'accord, eh. - Sa7it. - Sa7it.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Béjaïa,Béjaïa,Place Gueydon,"Centre-ville, addali n Boula Glace (en dessous du glacier Boula Glace)","Demande de secours pour un jeune homme qui s'est évanoui à la Place Gueydon (centre-ville de Béjaïa), près du glacier Boula Glace.",L'appelant mentionne 'l'pompiers' et 'centre-ville'. Le lieu est précisé comme 'Place Gueydon' avec un repère local fort 'Boula Glace' (célèbre glacier). La nature de l'urgence est médicale : 'i-fannuya' (du français évanouir) et 'uqchich' (le garçon/jeune homme).,False
CALL_0209_Appe,Appelle 43.wav,"Allo assalamou alaykoum. - Salamou alaykoum. - La protection civile ? - Ana3am. -adchey3em l'ambulance dagi Sidi Boudrahem. - achu yellan? Tamtoth dagi, Ganda. - Dagi el 578, asenig drapeau ni. - 578? - khati, 578. - Ana3am, khams-miya tmanyia w sab3in. - El Bloc B. En tout cas, am l'atousma drapeau ni a tellim, d-chur d'imara, f-stade ni, d-wustad ni bedel. - D'accord. Achou yellan, el mrid dagi achou yes3a? - A tamthoth, tamthoth atass at-teghli. - Deg-xxam nagh d-berra nagh? - Deg-xxam, deg-xxam. - Ah oui. D'accord. Bâtiment B? - Eh, el B, el 578. Au stade ni, au stade. - Eh, thama, bâtiment B ach-hal... B15 akagi, B15? - Eh B15 ana3am. Aqlagh dagi en tout cas berra, qimagh deg el jari, el hita, parce que el jar-n-negh dagi. - Ah oui. Anwa ik-chem deg l'aide? - D'el-w-xxam-ni, d'el-w-xxam-ni d-ina. Machi ad-nelhaq ad-na-dinim s-el-ouan n-sted-era nagh? - Khatchi, khatchi, ana dagi, ana dagi aql-iyi. - D'accord, sahha.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Béjaïa,Béjaïa,Sidi Boudrahem,"Cité 578 logements, Bâtiment B15, Bloc B, près du stade, au niveau du drapeau",Un appelant demande une ambulance pour une femme faisant un malaise (sur le point de s'évanouir) à l'intérieur d'un appartement situé au bâtiment B15 de la cité 578 logements à Sidi Boudrahem.,"L'appelant mentionne 'tamtoth' (femme) et 'at-teghli' (va tomber/faire un malaise), ce qui indique une 'medical_emergency'. Le lieu est identifié comme 'Sidi Boudrahem' et '578' (référence à la cité 578 logements de Béjaïa). L'appelant précise le 'Bâtiment B15' et donne des repères visuels comme le 'stade' et le 'drapeau'.",False
CALL_0210_Appe,Appelle 50.wav,"Haya baya. Allo? athan ighli umdakliw dayi g boulimat. dachu thyughe?? Eh, idoukh, i-ghali kan idoukh. D-win n-g-Boulimat? Eh, n-g-Boulimat kan,.. s-fdhina. Mm-tseksar? Premier piste, deuxième? A-fi-ghadi, premier piste k-tch-me-data. Oh, i-swa chwiya? Na3am? I-swa? Chkou chwiya. I-swa l'alcool negh khati? Ah, ah, l'alcool i-swa dagi. D'accord, at-t-l'ambulance d'imila. Ciao.",accident_vehicular,severe,1.0,no,no,no,no,report_incident,high,Béjaïa,Béjaïa,Boulimat,"Boulimat kan, premier piste k-tch-me-data",Un accident de moto s'est produit à Boulimat. La victime est inconsciente ou étourdie suite à une chute et aurait consommé de l'alcool.,"L'appelant signale un 'accident l'moto' (accident de moto) à 'Boulimat'. L'état de la victime est décrit comme 'idoukh' (étourdi/inconscient) et 'i-ghali' (il est tombé), ce qui indique une urgence médicale sévère. La précision sur la 'premier piste' aide à la localisation. La mention 'i-swa l'alcool' (il a bu de l'alcool) précise le contexte.",False
CALL_0212_Appe,Appelle 67.wav,"Allo... l'7imaya l'madania fi khidmatkoum. Allo... Allo l'7imaya. - Dispositif Ighil Azzoug, faut kach mashi wallah. - Dispositif Ighil Azzoug... andek matstena. - Ha? - Andek matstena, derajite chwiya. - Ah oui... wallah derajite... l'ambulance la mahabsens. - Ach7al t'lla? - N'mami? Ayun... wa7di. - Wa7dek? Gouchi f'dispositif? - Gouchi f'dispositif... andek l'kous... l'foutha... - Sha-apya? - Wallah ma f'hemtk... - At-tatchid a pied? - Ah at-tatchid a pied... naigh yakhi mqar 7ad l'kous... kouthenou la... chwaya serfroudine. - At-fouth... t'nadal... n'ta3 l'mouth... n'ta3 t'dghli. - Ah... n'ta3 l'mouth... shashiyine n'kefh-kefh... - L'3ali... c'est-à-dire maddihom d'kham t'telecoms. - Ah... sera l'manajere. - Ah derajite chwiya mru7... derajite... ma3lish, mashi moshkil. - Aya OK, saha.",other,none,,no,no,no,no,other,low,Béjaïa,Béjaïa,Ighil Azzoug,Ighil Azzoug,Il s'agit d'un appel de coordination logistique concernant un dispositif de secours à Ighil Azzoug. L'appelant signale qu'une ambulance ne s'est pas arrêtée et qu'il doit se déplacer à pied vers le bâtiment des télécoms.,"L'appel ne concerne pas une urgence immédiate mais une gestion de 'dispositif'. Mots clés : 'Ighil Azzoug' (lieu), 'l'ambulance la mahabsens' (l'ambulance ne s'est pas arrêtée), 'a pied' (déplacement), 'kham t'telecoms' (bâtiment des télécoms comme point de repère).",False
CALL_0210_Appe,Appelle 46.wav,"P: Allô l'pompiers? P: Oui l'pompiers Bgayet an3am? C: Assalam u3alaykum. P: Wa 3alaykum assalam. C: tamgharth yema theghli gekham, cité CNS. P: Wallah ma sliɣ-ak d-eg-ma anwa? C: thamgharth yema theghli gekham, cité CNS. P: Wi, anida? C: Cité CNS bâtiment 3. P: Anida? C: Cité CNS. P: Cité CNS bâtiment 3? C: Bâtiment 3, ih. P: Ihi l'wa7da n Sidi Ahmed policlinique-nni? C: Policlinique n cité CNS, ih. P: Ihi policlinique sur la droite? C: À droite ih, l'bâtiment amezwaru i n-iqerben l'brid. P: Ah d'accord. Wuchu l'fami s-isem? C: Khacha. P: Anwa? C: Khacha. P: Khacha, Khacha. D'accord. C: Ilaq a n-tasem d-uɣilif s-tama n l7uma-agi. P: D'accord, d'accord. A-t-an l'ambulance at-t-as. C: Sa7it, sa7it. P: À tout de suite.",medical_emergency,unknown,1.0,no,unknown,no,no,request_help,high,Béjaïa,Béjaïa,"Cité CNS, Sidi Ahmed","Cité CNS bâtiment 3, en face policlinique sur la droite, l'bâtiment amezwaru i n-iqerben l'brid","L'appelant demande l'intervention urgente d'une ambulance à la cité CNS (Sidi Ahmed) au niveau du bâtiment 3, près de la polyclinique.","L'appelant mentionne la 'Cité CNS' et le 'bâtiment 3' comme lieu précis. Le pompier confirme le secteur de 'Sidi Ahmed' près de la 'polyclinique'. L'appelant insiste sur l'urgence ('ilaq a n-tasem d-uɣilif') et le pompier confirme l'envoi d'une 'ambulance', ce qui oriente vers une 'medical_emergency'.",False
CALL_0212_Appe,Appelle 68.wav,"C: Chef, c'est moi li 3eyet 3la Cité Tobbal bark, bark l'mra li tahet mel bus, l'rjliha bark. R: Ah, 3labali. C: Jat l'ambulance ou mazal? R: Wallah goutlek a chef l'ambulances ta3na kamel rahoum occupés. Allah ghaleb. Stenna chwiya bark, hadik hiya... C: Ch7al nstenaw? R: Wallah ma neqder ngoullek. Rahoum occupés kamel l'ambulances ta3na. Mel sba7 ma yhabsoch. Kayen les matchs, kayen les sports l'youm, 3la dik occupés. C: Aya kifach ndirou? Ma lqit n° wahed akhor ta3tihena? R: Ah makanch... Stenna, qoul-lha tstenna chwiya bark wala 3andha la famille... C: Chef, 3labalek rahi tqia! Tqia! R: Tqia? Balak 3andha fracture. Machi daykha wala rahi consciente? C: Daykha chwiya... consciente mais daykha chwiya. R: Chouf, hiya l'miliha ida 3andha la famille-tha menna qrab Béjaïa Ville... T3aytou l'la famille-tha ijou idouha wala tstenna l'ambulance... C: Ah chef, ana rani passager bark. Hadou rahoum 3rab, rahoum dhyin. Rahi 3andhoum ghir l'bnat bark. Ana dert mobadara rani n3ayet. R: Ouhoum machi menna? C: Wallah machi menna, rani jamel 3la biha rani ntedakhel. R: 3labali faqtek... Allah ghaleb l'ambulances ta3na kamel occupés. Balak tewjed 3la 10 dqayeq. C: 10 dqayeq? Ma3lich nstenaw... Les bus ifoutou 3liha, rahi mbloukiya triq. R: Allah ghaleb, stenna chwiya. Kayen les matchs... C: Ma3lich, ana rani passager bark... L'arrêt ta3 Tobbal li tla3 l'étude li tji men Port Sarazine... Sidi Ahmed... R: Sidi Ahmed daxel? C: Exactement, Cite Tobbal l'arret win igarou les bus. R: Mriqla a chef, nstenaw.",accident_pedestrian,severe,1.0,no,no,no,no,request_help,high,Béjaïa,Béjaïa,Cité Tobbal,"L'arrêt ta3 Tobbal li tla3 l'étude li tji men Port Sarazine, Sidi Ahmed, win igarou les bus","Un passager signale une femme blessée suite à une chute d'un bus à l'arrêt Tobbal. La victime présente des vomissements, des vertiges et une possible fracture à la jambe.","L'incident est classé 'accident_pedestrian' car l'appelant dit 'tahet mel bus' (tombée du bus). La sévérité est 'severe' à cause des symptômes décrits : 'tqia' (vomissements), 'daykha' (vertiges) et suspicion de 'fracture'. Le lieu est identifié via 'Cite Tobbal' et 'Sidi Ahmed' à Bejaia.",False
CALL_0211_Appe,Appelle 61.wav,"Hata-yi terminus. Bloc n l'appartement-n-ni... attan gevrid ,pratiquement attan gevrid, mais atsan l7aq 4ème étage. vgayeth ukssar attvin. Merkz-ulu 034 10 32 40. 10 32 40... dqiqa kan bach ak-id-confirmer. 30 40... 32 40... dqiqa kan bach ak-id-confirmer agma. Aqlin 4ème étage l7aqat-id... l'famina-inu ur-as-zmiren... l'famina d l'dakhel. 30 40, c'est urgence, aqla-iyi l'château d'eau exact, terminus. 30 40. Tebyen-ayi-n aka s-uzada-y-id l7aqat 4ème étage. D'accord, saha.",fire_building,unknown,,yes,yes,no,no,request_help,critical,Béjaïa,Béjaïa,chateau deau (Terminus),"Terminus , bloc, 4ème étage, près du château d'eau et des oliviers",Incendie au 4ème étage d'un immeuble au terminus de chateau deau  à Béjaïa. La famille de l'appelant est bloquée à l'intérieur.,L'appelant utilise 'l7aqat' pour indiquer que le feu a atteint le 4ème étage. 'L'famina d l'dakhel' indique des personnes piégées.  et le point de repère 'l'château d'eau' confirment la localisation à Béjaïa ville.,False
CALL_0212_Appe,Appelle 97.wav,"F: Machi enceinte la, khati. M: Ah bon? F: Oui. M: Mch'it 3lik? F: Uhu. M: T3al l'test? F: Oui, tkhdem l'test u kulluch, khati machi enceinte la. M: Ah oui? F: Eh. M: Machi diabétique? F: Non, machi diabétique. M: La tension? F: Justement, shuf kther la tension, ba3d sa3a l'appareil-nni amch'ed t-qiseth, ba3d za3ma wesh am-enni za3ma les signes-nni exact, ma tullia sa tension negh a-st-teras. M: Sebba am-ella pour qu'elle se repose kamel. Th'elqeth, juste at-th'elaq sheliya shewiya t'ardis-aki, sheliy'as déjà imettawn-is f'usumta. Juste at-thesta3fu, u za3ma omba3d mella i-saffa negh ur i-saffa. F: D-akagi ma t-tsaffa. M: Eh, tura mella Doliprane, i-yef-n-Doliprane c'est tout, sinon si ça va pas tu rappelles. F: D'accord, saha. Merci, barakallahufik, ar thilamt. M: Ar thilamt.",medical_emergency,minor,1.0,no,no,no,no,request_help,low,Béjaïa,Béjaïa,Inconnu,Inconnu,Appel pour un conseil médical concernant une patiente dont le test de grossesse est négatif mais qui présente des variations de tension artérielle.,"L'appelante mentionne 'la tension' et 'l'appareil' (tensiomètre). Le régulateur donne des conseils de repos ('se repose', 'thesta3fu') et suggère du 'Doliprane'. Absence de détresse vitale immédiate, niveau d'urgence faible.",False
CALL_0212_Appe,Appelle 79.wav,"Anam? - Allo, l'annic Bgayet? Akhi l'himaya? - Win Bgayet, win? - ness3a dayi yieth la damme collegue de travail thdukh chweya. Ar kamal bureau de recrutement. - Anda? - Ash-tamal bureau de recrutement. - Anda yella bureau de recrutement? - Bureau de recrutement en face... en face mudiriyat at-taqa, i-Bgayet. - Bureau de recrutement, mudiriyat at-taqa? - Ih... arwa7 bureau de recrutement tifid-id asabrin n t3assa. - Anda tella ketch? Ma indikum quartier sgher, anda tella? - Ma3lic, ma3lic, tsema... b-blaqel. Cite zedma. Ana perturbé chwiya, si t'sedma... si t'sedma. - Cite Isma? - Cite Isma, Achbal l-Oumma, ad-tattr-eḍ wa7ed was-it netta bureau de recrutement... d-apiste n l'ibri. - D'accord, ih. - L'annic. Atiti chwiya, sa7a.",medical_emergency,minor,1.0,no,no,no,no,report_incident,high,Béjaïa,Béjaïa,Cite zedma,"Bureau de recrutement, en face de la Direction de l'Énergie (mudiriyat at-taqa), à côté de Achbal l-Oumma, au niveau du poste de garde (Cite zedma)",Un homme signale un accident de travail survenu près du bureau de recrutement à Béjaïa. La victime est étourdie par le choc et se trouve au niveau du poste de garde(Cite zedma).,"L'appelant utilise 'accident de travail' et décrit une victime qui est 'sidoukh' (étourdie) et souffre de 't'teghli' (tomber), ce qui oriente vers medical_emergency. Le lieu est très précis : Cité zedma, face à la Direction de l'Énergie (mudiriyat at-taqa) et au Bureau de recrutement.",False
CALL_0209_Appe,Appelle 41.wav,"Allô salam alaikoum les pompiers ya... W3alaikum slam inek. Allah yselmek. G l3anasser, g l3anasser, ykhdem mahzouz i l'prudence g l'rya7u... ah... mahzouz i l'rya7u... ah, g l3anasser, iwen l'camion idhem argaz ed daxel l'garage. W t-ttomobil? Iyeh, idhemm-it su l'camion, ay 7achakum, idhemm-it su l'camion. Abchite? Yakhi les pompiers? Iyeh, Abchite nagh amek? ifegher... Yakhi les pompiers? Iyeh, d'les pompiers, iyeh. G l3anasser, anda tetted-demet m'lih... g l'rya7u, g l'mahzouz... as-agi iwen l'camion idhem argaz d'axel l'garage ay gma, rwa7en rrabid... Ad-ndhou d'accord iyeh. Ayya rwa7 rrabid w l-baraka ay mna3. D'accord. Ayya dhemm-it su l'camion.",accident_vehicular,severe,1.0,no,unknown,no,no,report_incident,critical,Béjaïa,Béjaïa,ireyahen,"ireyaheni, Mazouzi",Un homme a été percuté par un camion à l'intérieur d'un garage dans le quartier ireyahen Le témoin demande une intervention immédiate car la situation est grave.,"L'appelant mentionne 'l'camion idhem argaz' (un camion a percuté/écrasé un homme) dans un garage, ce qui définit un accident véhiculaire avec une victime. La localisation 'ireyahen' . L'urgence est 'critical' car l'appelant demande de venir très vite pour que la victime survive ('ay mna3').",False
CALL_0210_Appe,Appelle 58.wav,"Halo. - Na3am? - Les pompiers... s'il vous plaît ltheker la masse dayi g bloc negh 48 logements. - Ufella n'commune? - Ufella n'commune, i-kart-ni d l'compteur. - Seddouk Centre? - Seddouk Centre. Oui, suf n'sonelgaz sweswa. - A Sonelgaz? - Oui suf n'sonelgaz, suf n'sonelgaz. 48 logements. - Lela n'bom- les pompiers n'Bgayet a madam... d asen-d reghir les pompiers n'Seddouk. - I qla3, i s-i-gla3 i-ktir timis, ddaxan d berkan, n-seksef asen i g-bloquiyen-ina. - Ah, d l-tiqan, d l-tiqan... ad d-yeffagh ddaxan. - Ad d-yeffagh d l-tiqan, me-gal ad t-tas-d, ad d-yessub a3ecran d-ga d-daxel uxxam. - Ah. Bla d-l-tiqan l-dis-an, f-itt-id d-yuk u-bhari-k. - Barkezid, barkezid s'il vous plaît nasa d-ru7en ya. Nasa d-ru7en, nasa d-teqsed yessun a-problème. - Sa7a. - Halo.",fire_building,severe,1.0,yes,yes,no,no,report_incident,critical,Seddouk,Seddouk,"Seddouk Centre, 48 Logements","Ufella n'commune, suf n'sonelgaz sweswa, 48 logements","Un incendie s'est déclaré dans un bloc d'appartements (48 logements) à Seddouk Centre, commençant apparemment au niveau du compteur électrique, avec une épaisse fumée noire et des personnes bloquées à l'intérieur.","Mots clés : 'timis' (feu), 'ddaxan' (fumée), 'l'bloque' (bâtiment/bloc), '48 logements' (adresse), 'l'compteur' (origine électrique). L'appelant mentionne que les gens sont bloqués ('bloquiyen-ina') et l'urgence est vitale ('nasa d-ru7en' : les gens partent/meurent).",False
CALL_0210_Appe,Appelle 48.wav,"Allô, n3am. As-salamu alaykum. Azul fell-awen, salam. Azri... azri d-akkin is-kupi. Ah? Is3a mator, is3a motor l'urgence a-t-yawit. Ani? Anda? L'habitat Djermouna. Djermouna? Eh, f-esslama-t. Ah Kherrata, a-khe? Eh. At-k-efka n-numiru n-Kherrata, at-k-efka n-numiru n-Kherrata, bghigh a-t-awit l-sbitar, ma-d-yettasem. Eh, bi-sur ad-as-n ay-amdakkul. Aywa, ma d-it-texter a-khatar i-kull-m-a i-ru7 ad-ikker. Markik-k n-numiru n-Kherrata l-3ayachin, sfehmit ani. Arwa7, zid-en-nni. 034... 034... Eh, n-n3am eh. 18... 51... 21... C'est bon? Iyya d-t-asnem d-gher-da acu? Eh, Kherrata da-yi, l-sel3a d-za-yak, iqli-k b-Bgayet, nukkni b-Bgayet, l-3awi n-dak-in l-pumpiya n-Kherrata ad-alin. Sfehmasen ani ad-alin. Iyya xlas, sahit, sa7a, b-esslama.",medical_emergency,severe,1.0,no,no,no,no,report_incident,high,Kherrata,Kherrata,Djermouna,L'habitat Djermouna,"Un malade  à Kherrata, au niveau de l'habitat Djermouna. La victime es incapable de se relever, nécessitant une évacuation immédiate vers l'hôpital.",L'appelant mentionne 'is3a mator' (il a une moto) et 'l'urgence a-t-yawit' (il faut l'emmener d'urgence). L'expression 'i-ru7 ad-ikker' (il essaie de se lever mais retombe) indique une incapacité physique suite au choc. Le lieu 'Djermouna' à 'Kherrata' est clairement identifié. L'opérateur transmet le numéro direct de la caserne de Kherrata ('numiru n-Kherrata l-3ayachin').,False
CALL_0212_Appe,Appelle 98.wav,"Allo? — Oui. — Salam alaykoum. — Alaykoum assalam. Les pompiers? — Les pompiers. — L3aynek, thlamm l'pompiers n'Lqser, aqla dayen l'entrée n'l'autoroute. — Ih, l'entrée n'l'autoroute. — Dayen sra l'accident dayi... tartaq tayen l'pneu n'Santac-nni, u ye3jeb-iyi-d w-uzayar n-ukamyu. Alors l3aynek mderda3a chwiya. — Accident? — Ih, accident rapide, rapide. — Le lieu exactement? — Aqla deg Lqser yak? Han! L'entrée n'l'autoroute. L'entrée n'l'autoroute. — L'entrée n'l'autoroute? — Ih, uqbel l'autoroute, uqbel. — Uqbel l'autoroute? — Ih, s-daw n'twilli yak? Aqla s-daw n'twilli yak? — Kunnwi aql-akunt deg Bejaia, neqla deg Bejaia. — Ah d'accord, l3aynek, ih. — D'accord, donc abrid-agi n'ukshum n'l'autoroute. — Ih, d'accord, saha.",accident_vehicular,unknown,1.0,no,unknown,no,no,report_incident,high,El Kseur,El Kseur,L'entrée de l'autoroute,"L'entrée n'l'autoroute, uqbel l'autoroute, s-daw n'twilli","Signalement d'un accident de la route impliquant un camion et un véhicule de type Santac à l'entrée de l'autoroute d'El Kseur, sous le pont.",L'appelant utilise 'l'accident' et décrit la collision entre un 'kamyu' (camion) et un 'Santac' (véhicule de transport). 'Tartaq' (éclaté) indique l'origine probable (pneu). La localisation est précise : 'Lqser' (El Kseur) et 's-daw n'twilli' (sous le pont/passage supérieur).,False
CALL_0210_Appe,Appelle 57.wav,"Allo, salam alykum, c'est la Protection Civile? - An3am. - Salam alaikoum. Ssa7a, daya l'malade i-grava chwiya. Ugzmirermachi haja anawi s  s-tonobil-iw nparcq irez akith. L'3abd ameqran. Za3ma ila tawimt. - Anda? - D-nekni dagi ig-Tin-Bzar. Tinbdar à la cité Makhlouf Khalifa, l'aposte. - Tinbdar... achi-ttaba3 m-kunu... ach-t-id-l-cheminée nagh? - Sidi Aich. Sidi Aich. - Sidi Aich? K-numéro n-pompiers n-Sidi Aich. At-t-ini-gh exactement anda-k-t-ed-dor. - Ag-has-f-gh-t-kammara d-numéro-agi bash at-t-semmi... - 034... - 034... - Ambade-k 86... - 034 86... - 07... - Khes-sin-igguren ach-chfu-gh parce que t-chub-arwen-ayi. - 07 80, 07 80. - 07 80. Sa7it. Sa7it. Yar7am l-waldin. Sa7it.",medical_emergency,severe,1.0,no,no,no,no,request_help,high,Sidi Aïch,Sidi Aïch,Tin Bzar,"Tinbdar à la cité Makhlouf Khalifa, l'aposte",Un appelant signale une personne âgée dans un état grave à Tinbdar  (Sidi Aïch) et demande une évacuation. L'agent lui transmet le numéro direct de l'unité de Sidi Aïch.,"L'appelant mentionne 'l'malade i-grava' (le malade est grave) et 'l'3abd ameqran' (une personne âgée). Il précise ne pas pouvoir le transporter dans son véhicule personnel. Localisation précise : 'Tinbdar 
' à 'Sidi Aich' près de 'l'aposte' (la poste) et de la 'cité Makhlouf Khalifa'.",False
