ID,File,Transcription,incident_type,injury_severity,victims_count,fire_present,trapped_persons,weapons_involved,hazmat_involved,intent,urgency_human,daira,commune,lieu,location_description,summary,notes_cot,is_synthetic
CALL_0212_Appe,Appelle 75.wav,"Allo? Allo, an3am. Salamu3likum. Wa3likum slam, les pompiers n Bgayet? Ih,ness3a yemma ttwaqrah attnawi ar sbitar...anda?, aqlagh imehdiyen. imehdiyen  Ih, imehdiyen . Aqla imadiyen nna. Imadiyen... Ih. Donc, wa7ed l'edwaniyer, l'khir? Ah, a3tik saha... Wesh l'famille-nkun dagi? Ouaret. Ouaret? Ih. At-tef ad-teffed s Imadiyen. Ah? No, amkan exact? Abrid n soufane, at-tsisiou. At-tsisiou? Ih. Wesh l'famille-nkun? Famille Ouaret, ncha3allah ad ya3fu rbi. D'accord, ih. Ali kan s-idda ad-nwalla... Saha.",medical_emergency,unknown,1.0,yes,unknown,no,no,report_incident,high,Béjaïa,Béjaïa,imehdiyen ,"l'piste n imehdiyen , abrid n soufghane, at-tsisiou, famille Ouaret",Signalement d'un incendie domestique dans le quartier imehdiyen  sur les hauteurs de Béjaïa. L'appelant précise que l'accès se fait par la piste et donne le nom de famille Ouaret comme point de repère.,L'appelant utilise 'l7riq n ddar' (feu de maison/bâtiment) ce qui justifie incident_type='fire_building'. Les localisations 'imehdiyen ' et 'abrid n soufane' situent l'incident sur les hauteurs de Béjaïa. Le terme 'l'piste' est typique du code-switching local.,False
CALL_0209_Appe,Appelle 32.wav,"Darik el watani? Eh, ta wach? Kayen accident 3la niveau de Sidi Aïch bark. Sidi Aïch? Eh, l'autoroute. W waqtach? Douka, actuellement, douka rana sur place. Hna kuna passager 7besna, rak fahamni? Eh, wach kayen exactement à Hadrat? Wahed kshghol m'blessi chwiya fi kura w hakadha majrouh, w mrid b sokar et tout. Eh, accident ta3 wach? Moto wala véhicule? Camion, camion H100. Camion wa7dou? Ah, la la, m3a wahed. H100. Win blasa exactement? Sidi Aïch exactement hna... en face Sidi Aïch, en face, chouf, chouf l'échangeur ta3 Remila, entouma win, entouma win? Hna Bgayet, hna Bgayet. Bgayet, Remila, l'échangeur ta3 Remila. Eh. Jiti tkamlou l'3aqba hadik talkouna. Ah, win kayen... win kayen hadik la trémie? Win kayen l'tunnel? Tunnel? Tunnel, tunnel. La la, mor l'tunnel l'hna, l'hna. Ki tji m' lala... l'Elmathen... Timzrit? Jiha hadi, eh. D'accord donc... d'accord a chef, d'accord. Ay qoulhoum yezrbou bark, ssed mrid b sokar, 3labalak. Eh, d'accord, eh.",accident_vehicular,severe,1.0,no,no,no,no,report_incident,high,Sidi Aïch,Sidi Aïch,Remila,"l'autoroute, en face Sidi Aïch, l'échangeur ta3 Remila, l'3aqba, mor l'tunnel, jihet El Maten et Timezrit",Signalement d'un accident sur l'autoroute impliquant un camion H100 près de l'échangeur de Remila. Une victime est blessée et nécessite une intervention rapide car elle est diabétique.,"L'appelant mentionne 'accident' impliquant un 'camion H100'. La victime est 'm'blessi' (blessée) et 'mrid b sokar' (diabétique), ce qui justifie une sévérité élevée malgré le terme 'chwiya'. Localisation précise via 'l'échangeur ta3 Remila' et l'axe 'El Maten - Timezrit'.",False
CALL_0212_Appe,Appelle 94.wav,"Allo, Salamou alaikoum. Wa alaikoum salam. Euh, s3igh amodin vghigh attawimt ar svitar. Anida? Boulejlouj.chu thyughen?.lattention ins ttamezyant isisoben athan urizmir ara diherek. nwith deja ngh? Ehk. Anida? S-l-superette Darradji? Khati, machi Darradji. L-jiha n-iden, l-superette n-snat-ni n-qarnas l-wa7ed samir ak bouulam. i. Ad-ina-z-id-as Skala, nekkni neqnas zik Skala. Eh, eh. L-7da n-r-da-s d-inna l-wa7ed Skala shopping ni n-zik. Eh tura d-zik, am-ak-id-as-en, taqcict. Rouh. Rouh, sa7a. D'accord, sa7a, sa7a.",medical_emergency,unknown,1.0,yes,no,no,no,report_incident,high,Béjaïa,Béjaïa,Boulejlouj / Skala,"À côté de l'école primaire, près de l'ancienne supérette Bouhaleb et du lieu-dit Skala (Skala Shopping).",Un appelant signale un incendie à Boulejlouj un malade ,"Boulejlouj , malade qui besoin dune ",False
CALL_0210_Appe,Appelle 59.wav,"Allo, salem alikom. Salem. Les pompiers ? An3am, protection. 3aka achra rabi yahennik, l'adresse n'groupe taghlalt ma3likoum l'assisterat da g'Ouzarouzar. Ouzarouzar ? Itkan numiro wath ghar laya s'n'ass th'adresse. Marki l-numiro. D'qiqa ha... 3aka. 030 16 92 92. 16 92 92. 92. 16 92 92. 92. Sahhit, sahhit. Sahhit.",other,none,,no,no,no,no,request_help,low,Sidi Aïch,Tifra,Ouzarouzar,ighzer ouzarif,L'appelant demande l'assistance des pompiers pour un groupe situé à Ouzarouzar (commune de Tifra) et échange des coordonnées téléphoniques.,"L'appelant utilise le mot 'assisterat' (assistance) pour un site spécifique 'groupe taghlalt' à Ouzarouzar. Il n'y a pas de mention explicite de feu, de blessé ou d'accident. C'est une demande de coordination ou de présence préventive.",False
CALL_0211_Appe,Appelle 63.wav,"Izghal, Izghal... - Anda? - Izghal, lflaye, Izghal. - Sidi, les pompiers n Bgayet. Anda tzeguegh Izghal-nni? - Izghal... Sidi Aïch, Sidi Aïch, lflaye. - Sidi Aïch lfaye? - An3am, an3am. Ih, gl'arrêt... - L'arrêt? L'arrêt de bus? - Pratique, l'kaddar, taddart n Izghal. - Ma3liche aydkarn nimiru n Sidi Aïch asen nsiwel? - Bien sûr, ah. 034...",medical_emergency,unknown,1.0,yes,unknown,unknown,unknown,report_incident,high,Sidi Aïch,Sidi Aïch,Izghal,"gl'arrêt de bus, taddart n Izghal lflaye","Signalement d'un incendie dans le village d'Izghal lflaye (Sidi Aïch), à proximité d'un arrêt de bus.","L'opérateur utilise le verbe 'teghli' , elle est tomber Le lieu est identifié comme 'Izghal' dans la région de 'Sidi Aïch'. 'Taddart' (village) lflayeet 'l'arrêt de bus' servent de repères spatiaux.",False
CALL_0212_Appe,Appelle 84.wav,"Ssalem u3likum. Ssalem u3likum. Hadra rak 3la... sid u l'autoroute darbuwah l'oto f Boujlil, l'autoroute Bejaia. Win? Boujlil, l'autoroute Bejaia. Boujlil? Boujlil, l'autoroute. C'est bon, rana jayin ltem qreb. Nseddu l'ordin. Issekk s-syid mazal-u normalment 7ay. Rana 3iyetna-l-um safi 3endha we7da 40 minutes gul-na... Qreb nla7qu, arat qreb nseddu. I s-sa7it. Sa7it.",accident_pedestrian,severe,,no,no,no,no,report_incident,high,Béjaïa,Boudjellil,Boujlil,"Boujlil, l'autoroute Bejaia","Un piéton a été percuté par une voiture sur l'autoroute au niveau de Boudjellil. La victime est encore en vie, mais l'appelant signale une attente de 40 minutes.","L'appelant utilise 'sid' (monsieur) et 'darbuwah l'oto' (ils l'ont frappé avec la voiture) ce qui indique un accident de piéton (accident_pedestrian). Le lieu est clairement identifié comme 'Boujlil' (Boudjellil) sur 'l'autoroute'. L'état de la victime est décrit comme 'mazal-u 7ay' (encore vivant) après un choc sur autoroute, justifiant la sévérité 'severe'.",False
CALL_0209_Appe,Appelle 37.wav,"L7imaya na3am allo. Allo, kany l'accident de circulation f'CW 43, Sumi, au niveau Ruche-Noire après le mécanicien en venant de Toudja. Toudja? Ah? Abrit n'Toudja? In3am i. Les blessés lanna? Wa3lem ghari, me kheli ghar l'asbah d'l'hopital... azraq aachichiw.. alors un camion y-mqlab dinna. D'accord sahit a gma, d'accord. L'gendarmerie déjà informé. D'accord barak allah fik sahit. Ibarek fiek sahit.",accident_vehicular,unknown,,no,unknown,no,no,report_incident,high,Béjaïa,Toudja,Ruche-Noire,"CW 43, Suni, au niveau Ruche-Noire après le mécanicien en venant de Toudja",Signalement d'un accident de la circulation sur la CW 43 impliquant un camion renversé à Ruche-Noire en direction de Toudja.,"L'appelant signale un 'accident de circulation' avec un 'camion y-mqlab' (camion renversé), ce qui justifie accident_vehicular. L'emplacement est très précis : CW 43, Ruche-Noire, Suni. Pour les blessés, il dit 'wa3lem ghari' (je ne sais pas), donc injury_severity est unknown.",False
CALL_0209_Appe,Appelle 29.wav,Protection Civile Allo? [Silence],unknown,unknown,,unknown,unknown,unknown,unknown,false_alarm,unknown,Inconnu,Inconnu,Inconnu,Inconnu,Appel silencieux où l'opérateur de la Protection Civile décroche mais n'obtient aucune réponse de la part de l'appelant.,L'appelant ne s'exprime pas. On entend uniquement la voix de l'opérateur à 00:01 disant 'Protection Civile Allo?'. Absence totale d'informations sur un quelconque incident.,False
CALL_0208_Appe,Appelle 201.wav,"Allo ? Allo les pompiers ? Ouais. Ased aa ... ar-sid-ali... ar-sidi-ali bhar... 140 logements... as-sa-u-wher... ad-fites... Sidi-Ali u-bhar ? Eh, 140 logements. Ouais, 148 ? 140 ? 140 logements ? 140 logements. Dachu s-yettih ? Dachu l'bloc ? Am-m-bloc waya ? An-n-bloc ? Anwa -bloc wayi ? anwa-bloc ? A  140 logements, lan wahed 3 les blocs kan d'les blocs-n-wen. Eh, d'les blocs-ni n'ou-vrid ? Eh. Dachut i-yugh l'malade-agini ? Dachut i-yu... A-la3aks n-wul. Dachu i-yuwen ? Dachu-t iss3a ? La crise, la crise n'wul... khatchi d-l'epileptique. Irwa7 sur-ayew ! Sid-umast ! Ak-id-steqsi-gh, wak-it-ne-id-t-3eggu-d ara... it-fhemed dachu i-glan ? Isma-k id-irja t-khmed-d was n-zer nekkni achak-id n-chegga3. tfith, la crise n-wul mli7. Wala, taw-ala-d l'crise n-wul wala l'crise d'jara7 ? At-t-f-teffas s't-kuffa. A-ru7, 3ass-it-id i-v-ar, 3ass-it-id i-v-ar.",medical_emergency,severe,1.0,no,no,no,no,report_incident,high,Béjaïa,Béjaïa,Sidi Ali Labhar,"140 logements, les blocs n-vrid (les blocs au bord de la route)",Un homme signale une urgence médicale grave pour une personne faisant une crise cardiaque ou d'épilepsie aux 140 logements de Sidi Ali Labhar.,L'appelant mentionne 'crise n'wul' (crise de coeur) et 'l'epileptique'. Le lieu est identifié comme 'Sidi-Ali u-bhar' au niveau des '140 logements'. La gravité est soulignée par 'teffas s't-kuffa' (il mousse par la bouche).,False
CALL_0210_Appe,Appelle 52.wav,"Alo assalamou alaykoum. Salam, a3likoum salam, les pompiers Akbou? An3am. An3am, aadalim arda Sidi Ali,s3igh vava damodin, athawigh ar svitar athan inter grafghend tura les pompiers ar sid ali , uzirghara m,a cest le mem ngh khati nnan-asizmer lhal ttina sawled wetma tura.. Ih, fkes-en ayetkanni numiru, kounfirmi asku s-t-ilm-am walla d-khatid, paske nnan-d d-imiren tura 3la l'imara skousil l'ebna khatid. Ih, n-niy-as t-tsawel oultma, nnan-as iql-a-ten, n-3awed 3awedn kida. Ih, f-azzoun d-imira d-ousan. D'accord ajjar. Saha. Aha.",medical_emergency,severe,1.0,unknown,unknown,no,no,report_incident,high,Akbou,Akbou,Sidi Ali,"mweyn n l'bab l'hopital (vers la porte de l'hôpital), l'imara (le bâtiment)","Signalement d'un incident grave à Akbou, quartier Sidi Ali, près de l'entrée de l'hôpital impliquant un bâtiment ou une structure.","L'appelant utilise 'meqrane grave' pour souligner l'urgence. Le lieu est précisé par 'l'bab l'hopital' (la porte de l'hôpital) et 'l'imara' (le bâtiment/l'immeuble). L'incident semble sérieux mais la nature exacte (effondrement, accident, urgence médicale) n'est pas nommée par un mot clé spécifique comme l'hriq ou l'accident.",False
CALL_0209_Appe,Appelle 21.wav,"Himaya an3am? Hello? Salamou 3laykoum. Wa 3laykoum assalam. Les pompiers n Kherrata? nevgayeth. Ma3lichaydefked'numéro n Kherrata? Wa D'ra3 el Gaid da. Kherrata, Kherrata. Ichi n Dra3 el Gaid itgharata? Aha, Kherrata ext. marque ghorek 034...,wayi nkharata, lma yella lambulance n kherata L'ambulance n Kherrata athan thefegh Dra3 el Gaid. At-patientid chwiya, d'accord? Ayih ma3lich. 0 034 18 51 21. 51 21. safait thefegh thura hama th3awded thkechmed? ih ihAya d'accord, saha, saha.",unknown,unknown,,unknown,unknown,no,no,request_help,unknown,Kherrata,Kherrata,kherrata,kherrata,L'appelant sollicite les pompiers de Kherrata pour une intervention (ambulance) kherrata,"L'appelant demande spécifiquement 'Les pompiers n Kherrata' et mentionne 'l'ambulance' pour un lieu précis kherrata - PK34', . L'opérateur redirige ou coordonne avec l'unité de Draâ el Gaïd.",False
CALL_0208_Appe,Appelle 2.wav,"Alo, salam aleykoum. les pompiers n seddouk ? - vgayeth - nes3a un malade dayi ighli gel'qahwa n'Hidra. - L'qahwa n'Hidra ? - Eh. - Bon, dachu thyughun ? - Eh, je pense l'tension sighlin - Ah oui... andha thla l'qahwa n'Hidra-yi ? - F'Seddouk, Seddouk. - Anwi amkan ? Seddouk ville ? - Seddouk ville, centre-ville , l'cafétéria Hidra. - Ok, d'accord. - Saha. - Saha.",medical_emergency,unknown,1.0,no,no,no,no,report_incident,medium,Seddouk,Seddouk,"Centre-ville, Cafétéria Hidra","Centre-ville, l'cafétéria Hidra",Un appelant signale un malaise (chute de tension artérielle probable) au sein de la cafétéria Hidra située au centre-ville de Seddouk.,L'expression 'l'tension s'est allée' est typique pour désigner une chute de tension artérielle (malaise). 'L'qahwa n'Hidra' et 'Seddouk ville' ont permis d'identifier précisément le lieu.,False
CALL_0209_Appe,Appelle 23.wav,"Allo... Anwa amkan? derguina , nig la daira,tve3 la daira avrid nu ussawn, senig la daira tev3egh avrid dassawen? ih,derguina daderguini,letat ins amk? ittgami dived,ittgami dived ghori tomobol zmiregh ara thidedmegh. C'est urgent, c'est urgent mlih mlih, lihh tout de suite tout  de suite....daccord i.",medical_emergency,severe,1.0,no,unknown,no,no,report_incident,critical,Darguina,Béjaïa,derguina,"derguina , avrid la daira ussawen","Un malade a fait une chute sous un olivier situé à Darguina, au-dessus de la mairie. La victime est consciente mais ne peut ni marcher ni se relever seule. Une intervention des secours est nécessaire pour une prise en charge médicale","L'appelant répète 'derguina' et 'souf la mairi' pour localiser précisément. Les termes 'l'accident', 'otomobile' et 'Toyota' identifient le type d'incident. L'expression 'rahi temchi ddem' (le sang coule) justifie la sévérité 'severe'. L'urgence est qualifiée de 'mlih mlih' et 'tout de suite', d'où le niveau 'critical'.",False
CALL_0212_Appe,Appelle 87.wav,"Allo... Slam alikoum. - Slam, rahmatullah. - Protection civile. - S'il vous plaît, ye-lla l'arrêt de Tobal dayi, iruh yvanoui. - L'arrêt de Batte? - L'arrêt de Batte, l'arrêt de Batte. C'est un habitué, c'est Slimane. Tes-twasen-t... - Iyeh, iyeh. Hani rayeh, t-tsmat-ek. Iyeh, yawe, ya3tik essaha. - Saha. - Saha.",medical_emergency,unknown,1.0,no,no,no,no,request_help,high,Béjaïa,Béjaïa,Tobal,l'arrêt de Batte de Tobal,"Un homme nommé Slimane, connu des services ou du quartier, s'est évanoui à l'arrêt de bus Batte à Tobal.","L'appelant signale une personne qui est 'iruh yvanoui' (s'est évanouie), ce qui indique une urgence médicale. Le lieu est précisé comme 'l'arrêt de Tobal' et plus spécifiquement 'l'arrêt de Batte'. L'identité de la victime est mentionnée (Slimane).",False
CALL_0212_Appe,Appelle 91.wav,"Allo l'pompiers? Allo? Hmid amalo, allo? Hmid amalo, allo?",unknown,unknown,,unknown,unknown,unknown,unknown,other,low,Inconnu,Inconnu,Inconnu,Inconnu,"L'appelant contacte les pompiers mais ne signale aucun incident, répétant le nom de 'Hmid' avant de couper.","L'appelant utilise 'l'pompiers' pour établir le contact mais ne fournit aucun détail sur un accident ou un incendie. Présence de 'Hmid' qui semble être un prénom. Absence de mots-clés d'urgence (l7riq, accident, etc.).",False
CALL_0212_Appe,Appelle 74.wav,"L'7imaya lmadaniya, allo? ... Allo? ... (bruit de coupure)",unknown,unknown,1.0,unknown,unknown,unknown,unknown,false_alarm,unknown,Inconnu,Inconnu,Inconnu,Inconnu,Appel silencieux ou interrompu dès le décrochage. L'appelant ne répond pas aux sollicitations de l'opérateur.,"L'opérateur s'identifie (L'7imaya lmadaniya) mais il n'y a aucun retour vocal de l'autre côté, seulement des bruits parasites avant la fin de l'appel.",False
CALL_0212_Appe,Appelle 86.wav,,unknown,unknown,,unknown,unknown,unknown,unknown,report_incident,unknown,Inconnu,Inconnu,Inconnu,Inconnu,,,False
CALL_0212_Appe,Appelle 82.wav,"Salamou3alaykoum. - Wa 3alaykoum essalam. - Les pompiers ? - Les pompiers, weh. - Kayan l'accident f'autourout. - L'autourout win exact ? - Allo ? Allo ?",accident_vehicular,unknown,,unknown,unknown,unknown,unknown,report_incident,unknown,Béjaïa,Béjaïa,autourout.,autourout.,L'appelant signale un accident de la route au niveau d'El autourout. à Bejaïa. La communication est coupée brusquement.,"L'appelant utilise le mot français 'l'accident' précédé de 'kayan' (il y a). La localisation est donnée par 'f'lautourout.' (à El Boraq, quartier de Bejaïa). L'absence de détails sur les blessés ou la gravité est due à l'interruption prématurée de l'appel.",False
CALL_0209_Appe,Appelle 20.wav,"allo?dqiqa bark aa...werana werana?..allo?akhir,aqlagh wahid luniversite,avrid ittawin imelala,..avrid ittawin imelala?ih wahid portail universite jiha chamal..sufel l pont?..ih sufel lpont..achu gellan?..une accident amoto wahi wayet ,urgent chweya..iblessi chweya wayi..wahi wachu?..amoto wahi tomobile..daccord , sufel l pony",accident_vehicular,severe,1.0,no,no,no,no,report_incident,high,Béjaïa,Béjaïa,Aboudaou (Université),"wahid l'portail l'université, avrid ittawin imelala",Signalement d'un accident de la circulation entre une moto et une voiture sur le pont près d'un portail de l'université d'Aboudaou. Un blessé léger est signalé sur la chaussée.,"L'appelant mentionne 'accident a moto' et 'tomobil' (véhicule motorisé). Le terme 'yejreh chwiya' (blessé un peu) définit la gravité comme mineure. La localisation est précise : 'Aboudaou', 'l'université' et 'souf l'pont' (sur le pont).",False
CALL_0210_Appe,Appelle 60.wav,"Ya Belaid, la résidence Belkour aya, Quatre Chemins! Afed am l'batiments yterte9 waman. C'est une catastrophe! Anda? L'Ksar? Belkour! Quatre Chemins! Afed am l'batiments yterte9 waman. C'est une catastrophe! G'l bloc? G'l bloc! Nugad l'électricité, dagi ikul d'aman! Anda exactement a madame g'Quatre Chemins deg Bgayet? G'Bgayet! G'Bgayet la résidence Belkour! Belkour... wahed souq l'mela? Wallah... anda khedmen les compagnies ichraren. Ih... dagi wallah c'est une catastrophe, sous-sol kamel. Anla3ed imir-a madame. Voilà! Nugad surtout l'électricité, dagi ikul d'aman. Anla3ed imir-a, aman anla3ed imir-a. D'accord, d'accord, merci, ak ihrez Rebbi. Saha a madame.",other,none,,no,no,no,no,request_help,high,Béjaïa,Béjaïa,"Résidence Belkour, Quatre Chemins","Quatre Chemins, Résidence Belkour, wahed souq l'mela, anda khedmen les compagnies ichraren",Inondation importante dans les sous-sols de la résidence Belkour aux Quatre Chemins (Bejaïa) causée par une rupture de canalisation. L'appelante signale une situation catastrophique et craint un court-circuit électrique.,L'expression 'yterte9 waman' (l'eau a éclaté/jailli) indique une rupture de canalisation. 'Nugad l'électricité' (on a peur de l'électricité) montre un danger immédiat d'électrocution lié à l'inondation du sous-sol ('sous-sol kamel'). Localisation précise aux Quatre Chemins de Bejaïa.,False
CALL_0212_Appe,Appelle 71.wav,"7mawi, salam. - Salam. - Les pompiers hna? - Oui. - L'Kseur? - No, Bgayet. - Donc l3was s-as i-wa7ed 15 minutes, y'avait un accident de circulation, ak-am, une vieille dame, donc l3was glin-as i-t'aren-is, l-id-asyal. - Anam? - Ani, ani exactement L'Kseur. - Ay s-m-is n-imkan-agi exactement? - En face la porte ancienne. - En face la porte ancienne? - Souq el fellah. La porte ancienne exact, Souq el fellah. Ça fait, ça fait 15 minutes i-d-i-sqe3d-as. - D'accord, d-un s-n-re7 L'Kseur. - Exactement, s-u-i-l'v-côté-d-in ma3lich. - Am-blessé ay-llan, i-khe? - Ay-khe une vieille dame, donc cliniquement i-t'aren-is rz-it, d'après protection civile, l-actuel déplacement. - Saha, saha.",accident_vehicular,unknown,1.0,no,no,no,no,report_incident,high,El Kseur,El Kseur,Souk el fellah,"En face la porte ancienne, Souq el fellah",Un accident de circulation impliquant une femme âgée s'est produit à El-Kseur. La victime présente un accideny de circulation a eu lieu il y a environ 15 minutes.,"L'appelant signale un 'accident de circulation' concernant une 'vieille dame'. L'expression 'i-t'aren-is rz-it' indique que ses jambes sont cassées (rz = casser, i-t'aren = jambes), ce qui justifie severity=severe. La localisation est précisée à El-Kseur avec des repères visuels clairs comme 'Souq el fellah' et 'la porte ancienne'.",False
CALL_0208_Appe,Appelle 14.wav,"Allo. - An3am, wlh nes3a un malade ighliyagh dayi gethhanutt gelqouds - gelqouds ii nighas wlh ma nes3a  les ambulance actuellement atan occupé. - Ya... d wayetnin, illa iwen i3ayed 115 taghen ulach. - 034 115 15. - 034 115 15? - Ih, 3awdh l'numéro-ayi daghen. - D'accord, sahit.",medical_emergency,unknown,1.0,no,unknown,no,no,request_help,high,Béjaïa,Béjaïa,lqouds,ayi gethhanutt gelqouds,L'appelant signale une urgence médicale à domicile a lqouds. L'opérateur l'informe que les ambulances sont actuellement occupées et lui fournit un numéro de téléphone alternatif.,"L'appelant utilise 'a l'3ar' (appel au secours) et 'thahanutt' (magasin) pour un incident ('malade'). L'agent mentionne explicitement que les 'ambulances' sont occupées, confirmant le caractère médical. Le lieu est identifié comme 'qouds'",False
CALL_0212_Appe,Appelle 92.wav,"Allo, 7bib, azul. Bon, nes7oq l'ambulance l'mayer n'Ouzellaguen, thewi yiwth la damme thekhdem une chute. Mnaa? Mna3? Mna3 a sidi. Ismis Boumansour Selina. La commune Ouzellaguen? Ih, Ouzellaguen, taddart n Helouane. Taddart n Helouane. S'mensi tni win with i Ouzellaguen Helouane. Khati win t-zqine Acharchour aqar-as kan nni, Ighzer Amokrane, Acharchour. Acharchour, ih. Ighzer, Ighzer Amokrane. Ih. Amek ismis? Ismis Boumansour, Boumansour Selina. Boumansour Selina? Ih. 26 ans. Dachou i d-yousan? Traumatisme, traumatisme l'bassin généralement. La rrivée 7abib, 14:16, 14:50, 15:03. Sa7it, tanmirt.",medical_emergency,minor,1.0,no,no,no,no,request_help,medium,Akbou,Ouzellaguen,Helouane,"Taddart n Helouane, près d'Acharchour à Ighzer Amokrane.","Demande d'ambulance pour une femme de 26 ans, Selina Boumansour, victime d'une chute de hauteur ayant entraîné un traumatisme au bassin à Ouzellaguen (village Helouane).","L'appelant demande explicitement 'l'ambulance' pour une 'chute' d'une 'dame' (femme). La blessure est décrite comme 'traumatisme l'bassin', ce qui justifie une sévérité élevée. La localisation est précisée par 'commune Ouzellaguen', 'taddart n Helouane' et 'Ighzer Amokrane'.",False
CALL_0210_Appe,Appelle 51.wav,"Allo? Allo oui. Oui, les pompiers? Allo? L3nayek m3ah, l-malade. Anda? thessned tajebant tremant. Anda thajebant tremant Eyy... b3id 7ed-nu... as-as-nefham... Ouali Ikhlef, Ikhlef, Ouali Ikhlef. Ikhlef, Ouali Ikhlef? D-Bgayet? Wesh, khati... Aokas, Aokas, Aokas, Aokas. Khamtkenni l-numero n-Aokas... ach n-Aokas? 034... dqiqa kan, dqiqa l3nayek... Dahia... [inaudible]... wisen 3ana portable? 034 84 31 34. 034 84 31 34? Saha. Merci, saha.",medical_emergency,unknown,1.0,no,no,no,no,request_help,high,Aokas,Aokas,"Zitouna, Ouali Ikhlef","thajebant tremant iwsawen (en haut),  Ouali Ikhlef","Une femme appelle pour une urgence médicale concernant un malade situé à Aokas, dans le quartier de Ouali Ikhlef. Elle fournit un numéro de téléphone fixe pour être rappelée.","L'appelant utilise le mot 'malade' et demande 'l3nayek' (je vous en supplie) pour un secours, ce qui classe l'incident en medical_emergency. Elle précise la localisation à Aokas, mentionnant 'Ouali Ikhlef' et 'thajebant tremant'. L'usage de 'iwsawen' indique que le lieu est situé en hauteur.",False
